ROW_ID,GENERO,ANIOS,ESTADO,FECHA_ULT_COMPRA,ARTICULOS_BEBES,MONTO_BEBES,ARTICULOS_OTROS,MONTO_OTROS,ARTICULOS_TOTALES,MONTO_TOTALES,Q1,Q2,Q3,Q4
11181,M,42,DISTRITO FEDERAL,2022-05-01,2,"309,542,388,409",11,"1,547,910,876,744",13,"1,857,453,265,153",0,13,0,0
1595,F,65,SAN LUIS POTOSI,2022-03-01,9,1245.75,4,730,13,1975.75,13,0,0,0
12068,M,36,JALISCO,2022-02-01,2,62.1,11,913.52,13,975.62,13,0,0,0
11584,M,33,ZACATECAS,2022-04-01,13,"2,279,351,238,695",0,0,13,"2,279,351,238,695",10,3,0,0
12231,F,42,,2022-01-01,1,71.2,11,1977.1,12,2048.3,12,0,0,0
1203,M,62,TLAXCALA,2022-07-01,4,710.3,8,2032.64,12,2742.94,0,6,6,0
1798,F,57,MEXICO,2022-07-01,3,467.65,9,1554.6,12,2022.25,0,7,5,0
12462,M,79,DISTRITO FEDERAL,2022-05-01,2,462.4,10,2107.8,12,2570.2,0,12,0,0
12697,M,34,,2022-08-01,1,59.34,11,2012,12,2071.34,0,0,12,0
149,F,56,VERACRUZ DE IGNACIO DE LA LLAV,2022-04-01,2,342.64,10,3854.44,12,4197.08,2,10,0,0
1299,M,36,MICHOACAN DE OCAMPO,2022-08-01,2,458,10,2057.6,12,2515.6,0,0,12,0
1157,M,65,MEXICO,2022-04-01,2,264.7,10,1717.01,12,1981.71,8,4,0,0
11936,F,26,JALISCO,2022-03-01,4,"528,386,119,772",8,"159,081,857,522",12,"2,119,204,694,992",12,0,0,0
1510,F,60,QUERETARO,2022-08-01,2,"121,540,290,621",10,"906,459,709,378",12,"1,027,999,999,999",0,0,12,0
134556,F,55,MEXICO,2022-07-01,1,143.28,11,1853.82,12,1997.1,0,0,12,0
12837,F,64,MEXICO,2022-08-01,3,"252,502,318,817",9,"2,381,379,469,985",12,"2,633,881,788,802",0,4,8,0
12934,F,33,GUANAJUATO,2022-04-01,3,334.77,9,1502.01,12,1836.78,7,5,0,0
116288,M,65,CHIAPAS,2022-08-01,3,457.4,9,2671,12,3128.4,2,0,10,0
1024,M,41,VERACRUZ DE IGNACIO DE LA LLAV,2022-06-01,6,923.34,6,1023.28,12,1946.62,0,12,0,0
125432,F,39,DISTRITO FEDERAL,2022-05-01,1,"158,562,383,851",11,"3,556,697,693,044",12,"3,715,260,076,895",0,12,0,0
141,F,46,TAMAULIPAS,2022-07-01,4,444.6,8,2962.27,12,3406.87,0,9,3,0
11352,M,51,DISTRITO FEDERAL,2022-07-01,5,649,7,1798.77,12,2447.77,0,5,7,0
11874,M,29,DISTRITO FEDERAL,2022-06-01,1,"395,613,082,545",11,"1,243,921,696,419",12,"1,639,534,778,964",0,12,0,0
118688,M,37,PUEBLA,2022-05-01,4,"596,108,540,372",8,"1,949,978,804,347",12,"2,546,087,344,719",0,12,0,0
128268,F,63,JALISCO,2022-05-01,4,"745,215,166,602",8,"2,358,056,644,964",12,"3,103,271,811,566",0,12,0,0
1333,F,52,NUEVO LEON,2022-08-01,6,645.2,6,652.29,12,1297.49,0,0,12,0
118382,M,58,,2022-05-01,7,823,5,377.4,12,1200.4,0,12,0,0
11042,F,62,PUEBLA,2022-08-01,9,1889.88,3,408.6,12,2298.48,0,5,7,0
11845,F,31,DISTRITO FEDERAL,2022-04-01,1,91.8,11,1668.9,12,1760.7,5,7,0,0
1152272,F,40,TLAXCALA,2022-08-01,2,218,10,2099.2,12,2317.2,0,6,6,0
12802,F,28,,2022-02-01,6,245.7,6,528.38,12,774.08,12,0,0,0
12708,F,35,DISTRITO FEDERAL,2022-05-01,1,143.28,11,3800.88,12,3944.16,0,12,0,0
11038,F,58,PUEBLA,2022-05-01,3,574.2,9,1223.25,12,1797.45,0,12,0,0
12564,F,43,PUEBLA,2022-07-01,3,557,9,1925.15,12,2482.15,0,5,7,0
12816,M,27,TAMAULIPAS,2022-02-01,8,"937,829,613,039",4,"862,170,386,963",12,"1,800,000,000,002",12,0,0,0
11448,F,31,GUANAJUATO,2022-03-01,1,152.15,11,2290,12,2442.15,12,0,0,0
12614,F,50,DISTRITO FEDERAL,2022-05-01,3,"318,747,063,429",9,"2,215,292,090,836",12,"2,534,039,154,265",0,12,0,0
11684,F,64,PUEBLA,2022-04-01,6,709.5,6,1575.43,12,2284.93,0,12,0,0
1785,F,66,DISTRITO FEDERAL,2022-08-01,2,186.1,10,1334.6,12,1520.7,0,0,12,0
11501,M,27,,2022-04-01,11,1803.91,1,169.15,12,1973.06,0,12,0,0
12232,F,29,,2022-08-01,9,"502,661,364,587",3,"283,035,998,326",12,"785,697,362,913",0,0,12,0
1356,F,24,,2022-07-01,9,990.9,3,132.3,12,1123.2,0,0,12,0
12516,F,46,YUCATAN,2022-07-01,2,308,10,1800,12,2108,0,0,12,0
11140,M,49,MEXICO,2022-06-01,3,274.68,9,2916.9,12,3191.58,0,12,0,0
1175276,F,25,CHIAPAS,2022-05-01,3,709.6,9,1928.2,12,2637.8,0,12,0,0
12230,F,35,CHIAPAS,2022-07-01,9,"1,462,321,517,524",3,"1,721,609,694,435",12,"3,183,931,211,959",0,0,12,0
11346,M,29,HIDALGO,2022-04-01,1,"88,561,054,767",11,"789,038,945,233",12,877.6,0,12,0,0
1305,M,30,MEXICO,2022-06-01,3,478.08,9,837.61,12,1315.69,0,12,0,0
11134,M,52,TAMAULIPAS,2022-06-01,8,1178.85,4,1076.05,12,2254.9,7,5,0,0
1254,M,60,DISTRITO FEDERAL,2022-03-01,3,220.13,8,1877,11,2097.13,11,0,0,0
1235,F,39,MEXICO,2022-06-01,8,1429.25,3,8327.4,11,9756.65,5,6,0,0
118156,M,35,CAMPECHE,2022-05-01,2,"260,695,439,782",9,"1,258,769,520,594",11,"1,519,464,960,376",0,11,0,0
11421,M,63,PUEBLA,2022-07-01,3,757.04,8,1497.47,11,2254.51,0,4,7,0
11432,M,29,MEXICO,2022-05-01,2,302.4,9,2184,11,2486.4,0,11,0,0
1618,F,,,2022-05-01,4,476.4,7,1562.25,11,2038.65,0,11,0,0
12710,M,35,DISTRITO FEDERAL,2022-07-01,3,460.08,8,2351.34,11,2811.42,0,0,11,0
11474,M,38,NUEVO LEON,2022-07-01,4,"671,289,184,741",7,"1,827,903,554,477",11,"2,499,192,739,218",0,8,3,0
11796,F,56,SONORA,2022-06-01,4,"482,257,126,736",7,"1,557,286,704,662",11,"2,039,543,831,398",0,11,0,0
158,F,32,JALISCO,2022-07-01,2,"395,819,020,472",9,"1,889,678,154,961",11,"2,285,497,175,433",0,0,11,0
12168,F,22,CHIAPAS,2022-07-01,2,408,9,2171.4,11,2579.4,0,0,11,0
11828,M,36,GUANAJUATO,2022-08-01,4,"846,465,924,896",7,"1,753,742,698,192",11,"2,600,208,623,088",0,2,9,0
11386,F,35,PUEBLA,2022-08-01,3,"45,067,993,226",8,"1,905,404,741,744",11,"2,356,084,674,004",0,5,6,0
11668,M,50,TAMAULIPAS,2022-08-01,8,612.22,3,653,11,1265.22,6,0,5,0
139003,M,54,DISTRITO FEDERAL,2022-08-01,1,"331,803,913,108",10,"2,062,218,911,354",11,"2,394,022,824,462",0,0,11,0
11035,F,48,MEXICO,2022-02-01,1,"17,812,155,359",10,"1,677,437,781,951",11,"1,855,559,335,541",11,0,0,0
11848,F,36,PUEBLA,2022-06-01,7,813,4,856,11,1669,0,11,0,0
1379,F,45,YUCATAN,2022-08-01,3,192.15,8,2424.24,11,2616.39,0,0,11,0
12809,F,34,NUEVO LEON,2022-05-01,2,"136,930,398,388",9,"1,133,347,108,977",11,"1,270,277,507,365",0,11,0,0
11428,F,25,PUEBLA,2022-03-01,8,883.2,3,405,11,1288.2,11,0,0,0
11455,F,62,TLAXCALA,2022-07-01,2,"320,993,114,368",9,"2,448,221,708,295",11,"2,769,214,822,663",0,5,6,0
12672,M,35,MICHOACAN DE OCAMPO,2022-05-01,4,"385,857,894,138",7,"2,016,052,105,862",11,2401.91,6,5,0,0
108,F,56,MEXICO,2022-08-01,3,550.4,8,759.67,11,1310.07,1,4,6,0
1840,F,58,MEXICO,2022-04-01,11,"1,241,119,982,415",0,0,11,"1,241,119,982,415",0,11,0,0
1597,F,73,NUEVO LEON,2022-05-01,3,531.4,8,2856.7,11,3388.1,0,11,0,0
11330,I,37,MEXICO,2022-05-01,2,274.8,9,1711.4,11,1986.2,0,11,0,0
129200,F,59,,2022-04-01,2,307.14,9,1852,11,2159.14,0,11,0,0
11536,F,60,VERACRUZ DE IGNACIO DE LA LLAVE,2022-08-01,9,1693.53,2,1021.14,11,2714.67,0,2,9,0
11272,F,48,DISTRITO FEDERAL,2022-06-01,6,932.51,5,1236.56,11,2169.07,0,11,0,0
12430,F,49,AGUASCALIENTES,2022-07-01,4,851.88,7,2297.62,11,3149.5,0,0,11,0
14389,M,38,TABASCO,2022-05-01,4,395.4,7,1929.8,11,2325.2,0,11,0,0
111925,F,29,GUERRERO,2022-08-01,5,497.5,6,1126.78,11,1624.28,0,0,11,0
12668,F,66,NUEVO LEON,2022-02-01,5,"684,767,441,859",6,"1,173,627,906,976",11,"1,858,395,348,835",11,0,0,0
1324,F,28,DISTRITO FEDERAL,2022-06-01,2,"264,191,133,512",9,"1,264,368,866,487",11,"1,528,559,999,999",0,11,0,0
11764,F,34,VERACRUZ DE IGNACIO DE LA LLAVE,2022-01-01,3,159.2,8,1029.4,11,1188.6,11,0,0,0
126226,F,27,YUCATAN,2022-03-01,11,1036.24,0,0,11,1036.24,11,0,0,0
122248,F,30,,2022-02-01,5,"17,896,856,018",6,"821,031,439,821",11,"1,000,000,000,001",11,0,0,0
12500,M,,DISTRITO FEDERAL,2022-05-01,2,190.8,9,1568.25,11,1759.05,0,11,0,0
11914,F,,,2022-06-01,10,"651,339,378,271",1,"90,861,843,269",11,"74,220,122,154",0,11,0,0
117815,F,73,VERACRUZ DE IGNACIO DE LA LLAVE,2022-02-01,4,746,7,1609.02,11,2355.02,11,0,0,0
11864,F,33,QUERETARO,2022-02-01,5,715.5,6,1209.6,11,1925.1,11,0,0,0
11590,F,34,DISTRITO FEDERAL,2022-03-01,7,657.05,4,740.28,11,1397.33,11,0,0,0
129102,F,49,MEXICO,2022-05-01,9,1451,2,550.4,11,2001.4,0,11,0,0
113650,F,47,NUEVO LEON,2022-07-01,9,"1,634,542,757,305",1,"439,107,242,694",10,"2,073,649,999,999",0,0,10,0
11184,F,28,SONORA,2022-04-01,4,678.42,6,1182.76,10,1861.18,0,10,0,0
127704,M,56,MEXICO,2022-05-01,3,349.6,7,2370.4,10,2720,0,10,0,0
11606,F,41,PUEBLA,2022-08-01,6,1099.2,4,785.9,10,1885.1,0,4,6,0
129892,F,38,MORELOS,2022-01-01,2,249.24,8,1183.89,10,1433.13,10,0,0,0
1281,M,31,JALISCO,2022-07-01,1,159.2,9,1932.7,10,2091.9,0,8,2,0
11239,F,,VERACRUZ DE IGNACIO DE LA LLAVE,2022-04-01,6,376.65,4,1174.04,10,1550.69,0,10,0,0
12038,M,56,QUINTANA ROO,2022-05-01,1,143.28,9,2355.12,10,2498.4,0,10,0,0
1267,I,56,DISTRITO FEDERAL,2022-07-01,7,1237.47,3,719.87,10,1957.34,0,5,5,0
113586,F,62,NUEVO LEON,2022-08-01,1,159.2,9,2121.32,10,2280.52,0,6,4,0
110465,F,54,MEXICO,2022-04-01,2,193.01,8,1235.8,10,1428.81,6,4,0,0
12694,F,31,JALISCO,2022-05-01,3,445.6,7,997.8,10,1443.4,0,10,0,0
1306,M,33,SAN LUIS POTOSI,2022-06-01,5,798.66,5,1443.15,10,2241.81,0,10,0,0
113926,F,46,JALISCO,2022-05-01,7,870,3,8317.4,10,9187.4,0,10,0,0
11781,F,26,GUANAJUATO,2022-07-01,1,199.5,9,1684.23,10,1883.73,0,0,10,0
13532,F,25,,2022-07-01,1,68.4,9,1248.66,10,1317.06,0,0,10,0
11470,F,69,NUEVO LEON,2022-06-01,2,270.52,8,1022.23,10,1292.75,4,6,0,0
11956,M,49,NUEVO LEON,2022-07-01,3,437,7,1269,10,1706,0,2,8,0
125926,F,46,MICHOACAN DE OCAMPO,2022-08-01,1,"133,926,640,517",9,"1,722,792,621,647",10,"1,856,719,262,164",0,0,10,0
11676,F,35,TAMAULIPAS,2022-03-01,6,"342,428,812,328",4,"1,527,874,090,729",10,"1,870,302,903,057",10,0,0,0
11408,F,25,MEXICO,2022-06-01,2,262.4,8,1464.11,10,1726.51,2,8,0,0
1221,M,68,DISTRITO FEDERAL,2022-05-01,4,736.74,6,1089.9,10,1826.64,0,10,0,0
11060,M,33,SAN LUIS POTOSI,2022-05-01,2,"205,303,294,368",8,"725,723,273,116",10,"931,026,567,484",0,10,0,0
119678,F,40,OAXACA,2022-05-01,3,445.6,7,1315,10,1760.6,0,10,0,0
11726,M,34,SINALOA,2022-07-01,4,616,6,924.4,10,1540.4,0,2,8,0
11948,M,35,MORELOS,2022-08-01,2,528,8,1497.15,10,2025.15,0,3,7,0
11550,F,31,GUANAJUATO,2022-03-01,7,582.8,3,430,10,1012.8,10,0,0,0
12576,F,38,YUCATAN,2022-05-01,10,1726.5,0,0,10,1726.5,0,10,0,0
13986,F,47,QUERETARO,2022-08-01,2,160.65,8,1250.55,10,1411.2,0,0,10,0
112764,F,71,PUEBLA,2022-04-01,1,499,9,1078,10,1577,0,10,0,0
1494,F,35,CHIAPAS,2022-04-01,7,"1,628,921,267,453",3,"449,826,381,093",10,"2,078,747,648,546",0,10,0,0
1174866,F,61,MEXICO,2022-02-01,5,"3,941,367,607",5,"1,202,951,198,633",10,"1,597,087,959,333",10,0,0,0
11992,F,39,VERACRUZ DE IGNACIO DE LA LLAV,2022-06-01,2,"316,978,691,986",8,"1,903,255,947,086",10,"2,220,234,639,072",0,10,0,0
118154,F,38,SAN LUIS POTOSI,2022-02-01,1,60,9,840.82,10,900.82,10,0,0,0
11620,F,52,OAXACA,2022-05-01,6,802.55,4,405.75,10,1208.3,0,10,0,0
1390,F,25,DISTRITO FEDERAL,2022-08-01,3,519.3,7,5817.33,10,6336.63,0,0,10,0
115247,F,30,DISTRITO FEDERAL,2022-03-01,1,"118,132,594,239",9,"234,101,740,576",10,"2,459,149,999,999",10,0,0,0
11400,F,29,DISTRITO FEDERAL,2022-05-01,2,358.6,8,1396.45,10,1755.05,0,10,0,0
11716,F,74,GUANAJUATO,2022-04-01,7,1265.49,3,406.37,10,1671.86,8,2,0,0
114050,M,37,DISTRITO FEDERAL,2022-02-01,2,109.74,8,2149.79,10,2259.53,10,0,0,0
1346,M,78,SINALOA,2022-07-01,4,725.67,6,1039.56,10,1765.23,0,0,10,0
13958,F,45,,2022-07-01,8,472,2,278.6,10,750.6,0,0,10,0
11425,F,52,MEXICO,2022-08-01,2,"193,214,397,267",8,"2,438,500,854,075",10,"2,631,715,251,342",0,7,3,0
1596,M,70,CHIHUAHUA,2022-08-01,2,"356,002,831,415",8,"205,950,917,732",10,"2,415,512,008,735",0,0,10,0
11957,F,29,,2022-05-01,1,77.4,9,2378.75,10,2456.15,0,10,0,0
13828,F,59,MICHOACAN DE OCAMPO,2022-04-01,2,125,8,2769.6,10,2894.6,0,10,0,0
11712,F,51,MEXICO,2022-03-01,3,168.15,7,2003,10,2171.15,10,0,0,0
11558,F,31,GUANAJUATO,2022-07-01,1,"129,132,262,461",9,"5,123,210,332,619",10,"525,234,259,508",0,0,10,0
11922,F,39,NUEVO LEON,2022-02-01,6,"416,138,334,784",4,"885,987,305,321",10,"1,302,125,640,105",10,0,0,0
11253,F,44,DURANGO,2022-02-01,10,"1,860,053,191,489",0,0,10,"1,860,053,191,489",10,0,0,0
1399,F,34,VERACRUZ DE IGNACIO DE LA LLAVE,2022-08-01,3,"256,270,839,369",7,"1,123,553,174,265",10,"1,379,824,013,634",0,0,10,0
118888,F,36,MEXICO,2022-06-01,7,1109.49,3,1141.11,10,2250.6,0,10,0,0
12740,F,52,COLIMA,2022-07-01,2,198,8,1072,10,1270,0,0,10,0
11370,M,36,PUEBLA,2022-05-01,4,642.6,6,1274.6,10,1917.2,0,10,0,0
11212,I,,SAN LUIS POTOSI,2022-08-01,10,"540,499,999,999",0,0,10,"540,499,999,999",0,0,10,0
118130,F,28,DISTRITO FEDERAL,2022-05-01,10,1146,0,0,10,1146,0,10,0,0
112660,F,30,GUANAJUATO,2022-07-01,2,248,7,2443,9,2691,0,0,9,0
1939,F,37,MEXICO,2022-04-01,2,262.4,7,1522.4,9,1784.8,0,9,0,0
11112,M,35,MEXICO,2022-07-01,3,409,6,1122.2,9,1531.2,0,6,3,0
12992,M,39,VERACRUZ DE IGNACIO DE LA LLAVE,2022-05-01,2,219.5,7,719.6,9,939.1,5,4,0,0
1284946,F,57,NUEVO LEON,2022-05-01,5,"58,374,142,997",4,"616,258,570,029",9,"1,199,999,999,999",0,9,0,0
12504,F,38,MEXICO,2022-05-01,2,"233,580,297,819",7,"1,850,477,030,126",9,"2,084,057,327,945",0,9,0,0
122566,F,43,MICHOACAN DE OCAMPO,2022-07-01,1,139.3,8,1057.2,9,1196.5,0,0,9,0
1384,F,54,DISTRITO FEDERAL,2022-05-01,3,"506,581,961,957",6,"1,519,536,912,228",9,"2,026,118,874,185",0,9,0,0
11946,F,,CHIAPAS,2022-03-01,2,302.4,7,1949.12,9,2251.52,9,0,0,0
1251,M,28,DISTRITO FEDERAL,2022-03-01,1,"197,045,533,726",8,"2,223,257,223,458",9,"2,420,302,757,184",9,0,0,0
12962,M,64,MEXICO,2022-08-01,4,"375,421,516,916",5,"769,891,866,294",9,"114,531,338,321",4,0,5,0
1279,M,33,,2022-07-01,4,622.9,5,1435.6,9,2058.5,0,8,1,0
151,M,72,QUERETARO,2022-07-01,6,850.85,3,754,9,1604.85,1,3,5,0
1383,M,32,OAXACA,2022-08-01,3,"350,074,626,865",6,"1,449,925,373,134",9,"1,799,999,999,999",0,0,9,0
1337,M,29,MEXICO,2022-08-01,1,80.55,8,1099.8,9,1180.35,0,0,9,0
113470,F,53,COAHUILA DE ZARAGOZA,2022-05-01,1,111.2,8,757.24,9,868.44,8,1,0,0
1525,F,31,MEXICO,2022-08-01,2,"11,369,279,486",7,"1,444,220,798,885",9,"1,557,913,593,745",0,0,9,0
11412,F,61,MEXICO,2022-03-01,2,474.3,7,980.37,9,1454.67,9,0,0,0
114874,F,40,GUANAJUATO,2022-07-01,2,"268,374,170,939",7,"1,515,831,256,825",9,"1,784,205,427,764",0,0,9,0
13775,F,41,GUANAJUATO,2022-08-01,4,1002.2,5,958.95,9,1961.15,0,2,7,0
12888,M,38,GUANAJUATO,2022-04-01,6,"976,590,361,447",3,"530,484,939,759",9,"1,507,075,301,206",0,9,0,0
1849,F,53,VERACRUZ DE IGNACIO DE LA LLAVE,2022-07-01,1,"128,335,641,072",8,"1,510,099,226,757",9,"1,638,434,867,829",0,0,9,0
12732,F,42,CHIAPAS,2022-07-01,1,199.5,8,1256.97,9,1456.47,0,0,9,0
113672,M,35,QUERETARO,2022-02-01,2,478,7,1203,9,1681,9,0,0,0
1598,F,42,MEXICO,2022-06-01,4,399.89,5,1022.68,9,1422.57,2,7,0,0
12836,F,24,COAHUILA DE ZARAGOZA,2022-03-01,7,858.5,2,215,9,1073.5,9,0,0,0
11702,F,31,CHIHUAHUA,2022-05-01,9,850,0,0,9,850,0,9,0,0
1832,F,47,DISTRITO FEDERAL,2022-07-01,1,"157,196,728,325",8,"617,629,105,322",9,"774,825,833,647",0,0,9,0
112328,F,38,VERACRUZ DE IGNACIO DE LA LLAVE,2022-02-01,3,386.63,6,1177.69,9,1564.32,9,0,0,0
1139506,F,39,NAYARIT,2022-05-01,3,261.6,6,475.2,9,736.8,0,9,0,0
11575,M,52,MEXICO,2022-06-01,7,"601,183,063,512",2,"39,103,362,391",9,"992,216,687,422",0,9,0,0
10772,F,52,JALISCO,2022-06-01,5,518.92,4,1011,9,1529.92,7,2,0,0
118562,F,50,DISTRITO FEDERAL,2022-05-01,6,811.2,3,1077.6,9,1888.8,0,9,0,0
124574,F,36,MEXICO,2022-04-01,6,699.2,3,362.4,9,1061.6,0,9,0,0
11770,I,27,MEXICO,2022-03-01,6,"673,724,944,029",3,"36,495,952,125",9,"1,038,684,465,279",9,0,0,0
11289,F,36,GUANAJUATO,2022-05-01,2,150,7,1082.25,9,1232.25,0,9,0,0
11767,M,37,OAXACA,2022-08-01,1,229,8,8122.2,9,8351.2,0,0,9,0
118168,F,25,MICHOACAN DE OCAMPO,2022-06-01,1,399,8,2415.5,9,2814.5,0,9,0,0
12506,M,43,PUEBLA,2022-04-01,6,1003,3,765.09,9,1768.09,3,6,0,0
13300,F,60,DISTRITO FEDERAL,2022-08-01,1,199,8,1143.6,9,1342.6,0,0,9,0
1890,F,56,SINALOA,2022-07-01,3,502.09,6,1467.04,9,1969.13,4,0,5,0
119588,F,,DISTRITO FEDERAL,2022-05-01,6,849.6,3,747.75,9,1597.35,0,9,0,0
129234,F,41,DISTRITO FEDERAL,2022-05-01,4,494.6,5,1387.8,9,1882.4,0,9,0,0
1334,F,29,TLAXCALA,2022-07-01,6,786.6,3,450.72,9,1237.32,0,0,9,0
12120,F,45,DISTRITO FEDERAL,2022-08-01,2,373.07,7,2710.02,9,3083.09,0,0,9,0
118266,M,27,PUEBLA,2022-06-01,5,385,4,734.05,9,1119.05,0,9,0,0
1376,F,31,COAHUILA DE ZARAGOZA,2022-03-01,8,"54,514,803,726",1,"18,648,502,994",9,"7,316,330,672",9,0,0,0
132633,F,59,AGUASCALIENTES,2022-08-01,3,261.54,6,1165.5,9,1427.04,0,0,9,0
11518,F,47,DISTRITO FEDERAL,2022-05-01,1,319.2,8,3580.4,9,3899.6,0,9,0,0
1956,M,66,COAHUILA DE ZARAGOZA,2022-08-01,4,"447,169,064,748",5,"575,426,858,512",9,"102,259,592,326",0,0,9,0
1215,M,25,GUANAJUATO,2022-05-01,8,"65,272,570,853",1,"92,324,111,753",9,"745,049,820,283",0,9,0,0
124328,F,34,DISTRITO FEDERAL,2022-05-01,1,250,8,1257.6,9,1507.6,0,9,0,0
12632,M,30,MEXICO,2022-08-01,9,621,0,0,9,621,0,0,9,0
1610,F,38,MEXICO,2022-07-01,9,1218.6,0,0,9,1218.6,0,0,9,0
12118,F,64,MEXICO,2022-06-01,4,"214,796,454,886",4,"876,938,301,126",8,"1,091,734,756,012",6,2,0,0
13058,M,53,SAN LUIS POTOSI,2022-06-01,1,179.1,7,1766.88,8,1945.98,0,8,0,0
11543,F,,,2022-08-01,2,728,6,640.4,8,1368.4,0,4,4,0
11260,F,68,TAMAULIPAS,2022-04-01,2,100,6,918.17,8,1018.17,0,8,0,0
12577,M,38,HIDALGO,2022-08-01,2,"330,560,664,784",6,"763,242,724,824",8,"1,093,803,389,608",5,0,3,0
12980,F,26,JALISCO,2022-07-01,6,671.6,2,418.2,8,1089.8,0,0,8,0
13573,M,25,GUERRERO,2022-07-01,4,339.48,4,824.67,8,1164.15,0,0,8,0
116523,F,64,MEXICO,2022-08-01,1,149.5,7,895.87,8,1045.37,0,0,8,0
11916,F,39,MEXICO,2022-05-01,7,539.4,1,74.25,8,613.65,0,8,0,0
13514,F,23,GUERRERO,2022-07-01,3,294.75,5,727.29,8,1022.04,0,0,8,0
110004,F,48,MEXICO,2022-07-01,1,147.87,7,2085.01,8,2232.88,0,0,8,0
11780,F,43,NUEVO LEON,2022-05-01,2,"192,929,834,742",6,"32,576,311,341",8,"3,450,560,968,842",0,8,0,0
12139,F,35,PUEBLA,2022-06-01,2,448.2,6,1488.78,8,1936.98,0,8,0,0
11101,F,58,MEXICO,2022-05-01,2,158.4,6,1488.8,8,1647.2,0,8,0,0
12166,F,48,,2022-07-01,1,166.47,7,1677.08,8,1843.55,0,0,8,0
12936,F,35,YUCATAN,2022-02-01,1,179.55,7,1523,8,1702.55,8,0,0,0
11165,M,37,JALISCO,2022-06-01,1,"257,448,358,495",7,"1,391,811,550,444",8,"1,649,259,908,939",0,8,0,0
12603,F,76,GUANAJUATO,2022-08-01,1,99.5,7,1320.74,8,1420.24,0,0,8,0
11292,M,64,DISTRITO FEDERAL,2022-07-01,1,206.55,7,2155.5,8,2362.05,3,0,5,0
11246,M,43,JALISCO,2022-05-01,3,190.68,5,1001.7,8,1192.38,6,2,0,0
111768,M,48,,2022-05-01,1,399.2,7,2672.2,8,3071.4,0,8,0,0
1456,M,37,CHIHUAHUA,2022-02-01,2,308.88,6,640.92,8,949.8,8,0,0,0
1047,F,65,MEXICO,2022-06-01,1,"195,366,263,845",7,"461,340,319,061",8,"656,706,582,906",0,8,0,0
111155,M,25,JALISCO,2022-03-01,2,258,6,534,8,792,8,0,0,0
110810,F,50,JALISCO,2022-05-01,1,129,7,1033.6,8,1162.6,0,8,0,0
1634,M,63,YUCATAN,2022-08-01,2,248.48,6,747.36,8,995.84,0,7,1,0
13574,F,56,NUEVO LEON,2022-07-01,1,"10,561,014,886",7,"1,548,780,365,286",8,"1,654,390,514,146",0,0,8,0
115546,F,39,MEXICO,2022-06-01,2,"38,841,631,121",6,"107,088,368,879",8,1459.3,0,8,0,0
11430,M,30,MEXICO,2022-03-01,4,"944,100,170,772",4,"1,144,027,265,759",8,"2,088,127,436,531",8,0,0,0
11573,M,,PUEBLA,2022-05-01,1,69,7,1507.15,8,1576.15,0,8,0,0
1424,F,43,MEXICO,2022-08-01,1,"176,158,862,327",7,"3,757,751,137,673",8,3933.91,0,0,8,0
1321,M,42,DISTRITO FEDERAL,2022-08-01,4,618.4,4,802.7,8,1421.1,0,7,1,0
13548,M,28,GUANAJUATO,2022-07-01,1,"74,306,202,546",7,"2,625,693,797,455",8,"2,700,000,000,001",0,0,8,0
119950,M,50,CHIHUAHUA,2022-06-01,3,208.2,5,5339.28,8,5547.48,0,8,0,0
12650,F,34,QUERETARO,2022-04-01,2,202.3,6,1741.09,8,1943.39,0,8,0,0
17459,F,43,MEXICO,2022-04-01,4,709.15,4,1396,8,2105.15,0,8,0,0
12594,F,49,VERACRUZ DE IGNACIO DE LA LLAVE,2022-05-01,1,207.2,7,1378.2,8,1585.4,0,8,0,0
12915,F,43,SINALOA,2022-04-01,7,1096,1,199,8,1295,0,8,0,0
12012,F,41,,2022-03-01,8,"1,314,374,945,665",0,0,8,"1,314,374,945,665",8,0,0,0
117641,M,35,PUEBLA,2022-03-01,1,169.15,7,1953,8,2122.15,8,0,0,0
12956,F,58,GUANAJUATO,2022-06-01,1,159.2,7,2276.4,8,2435.6,0,8,0,0
118092,F,64,MEXICO,2022-02-01,1,35.64,7,1806.67,8,1842.31,8,0,0,0
11954,F,31,MEXICO,2022-04-01,1,"495,213,184,795",7,"802,592,703,286",8,"1,297,805,888,081",0,8,0,0
114958,F,64,QUINTANA ROO,2022-07-01,4,467.6,4,956.3,8,1423.9,0,0,8,0
116432,M,68,NUEVO LEON,2022-05-01,2,446.4,6,1375.3,8,1821.7,0,8,0,0
12965,F,50,MEXICO,2022-05-01,1,212.97,7,1382.75,8,1595.72,0,8,0,0
11615,M,40,PUEBLA,2022-08-01,1,99.5,7,1539.15,8,1638.65,0,0,8,0
18868,F,33,TAMAULIPAS,2022-05-01,2,238,6,1286.2,8,1524.2,0,8,0,0
12149,F,61,,2022-05-01,1,119,7,1712.87,8,1831.87,0,8,0,0
118964,M,50,QUINTANA ROO,2022-02-01,6,435,2,269,8,704,8,0,0,0
12066,F,31,MEXICO,2022-07-01,1,"89,982,608,696",7,"1,470,017,391,304",8,1560,0,0,8,0
11648,M,32,MEXICO,2022-05-01,2,462.4,6,1138.8,8,1601.2,0,8,0,0
111227,M,39,DISTRITO FEDERAL,2022-04-01,4,120,4,220.07,8,340.07,0,8,0,0
